方名,规范名,经典,出处,功用大类,功用小类,处方,炮制,功用,主治,方解,禁忌,化裁,附方,附注,文献,运用,用法用量,备注,ID
白马蹄丸,,,《千金》卷四,,,白马蹄1两，鳖甲1两，鲤鱼甲1两，龟甲1两，蜀椒1两，磁石2两，甘草2两，杜仲2两，2两，当归2两，续断禹余粮2两，桑耳2两，附子2两。,上为末，炼蜜为丸，如梧桐子大。,,女人下焦寒冷成带下赤白。,,,,,,,,,,https://db.yaozh.com/fangji/10002724.html
白马饮,,,方出《千金》卷十一，名见《仙拈集》卷一,,,白马尿（铜器中承取）。,,,"伏梁气,酒鳖攻心者。",,,,,,,,,,https://db.yaozh.com/fangji/10002725.html
白茅根散,,,《圣惠》卷十七,,,白茅根1两（锉），百合1两，陈橘皮1两（汤浸去白瓤焙），葛根1两（锉），人参1两（去芦头）。,上为散。,,热病，哕逆不下食。,,,,,,,,,,https://db.yaozh.com/fangji/10002726.html
白茅根散,白茅根汤,,《圣惠》卷五十八,,,白茅根1两（锉），赤芍药3分，滑石1两，木通3分（锉），子芩3分，葵子1两，车前子3分，乱发灰1分。,上为粗散。,,血淋，小便中痛不可忍。,,,,,,,,,,https://db.yaozh.com/fangji/10002727.html
白茅根散,,,《圣惠》卷七十九,,,白茅根3分（锉），遽麦1两，鲤鱼齿20枚（细研），木通2两（锉），车前子1两，冬葵子1两。,上为散。,,产后小便淋涩及血淋。,,,,,,,,,,https://db.yaozh.com/fangji/10002728.html
白茅根散,,,《鸡峰》卷十五,,,伏龙肝4两，禹余粮4两，白芍药4两，熟地黄4两，地榆4两，白茅根4两，龙骨6两，当归6两，甘草、麒麟竭。,上为粗末。,,,,,,,,,,,,https://db.yaozh.com/fangji/10002729.html
白茅根散,,,《圣惠》卷三十七,,,白茅根1两（锉），犀角屑3分，刺蓟根1两半，黄芩1两，桑根白皮2两（锉），紫菀1两。,上为粗散。,,心、肺脏热壅致唾血。,,,,,,,,,,https://db.yaozh.com/fangji/10002730.html
白茅根汤,,,方出《圣惠》卷五十八，名见《普济方》卷二一四,,,滑石半两，芭蕉根半两，莲子草1两，白茅根1两半（锉）。,上为粗散。,,热淋涩痛，热极不解。,,,,,,,,,,https://db.yaozh.com/fangji/10002731.html
白茅根汤,,,《胎产秘书》卷下,,,白茅根、瞿麦、茯苓、车前、人参、滑石、通草、麦冬、炙甘草。,,,产后小便数淋。,,,,,,,,,,https://db.yaozh.com/fangji/10002732.html
白茅根汤,茅根汤,,《圣济总录》卷九十八,,,白茅根（细锉）5两。,上为粗末。,,热淋，小便赤涩不通。,,,,,,,,,,https://db.yaozh.com/fangji/10002733.html
白茅根汤,,,《圣济总录》卷九十六,,,白茅根（锉）3两，秦艽（去苗土）1两半，茵陈蒿1两半，犀角（镑）1两半，黄芩（去黑心）1两半，朴消（研）2两，赤芍药2两，大黄1两，麦门冬（去心，生用）2两半。,上为粗末。,,心脾热壅，小便赤涩，皮肉发黄，目黄色。,,,,,,,,,,https://db.yaozh.com/fangji/10002734.html
白茅根汤,,,《圣惠》卷三十八,,,白茅根1握，麦门冬1两（去心），陈橘皮半两（汤浸，去白瓤，焙），淡竹茹半两，赤茯苓半两，甘草半两（炙微赤），生姜半两，枇杷叶半两（拭去毛，炙微黄）。,上锉细。,,乳石发动，虚热，痰饮呕逆，不可饮食。,,,,,,,,,,https://db.yaozh.com/fangji/10002735.html
白茅根饮子,,,《圣惠》卷十七,,,白茅根半两（锉），陈橘皮1两（汤浸，去白瓤，焙），桂心3两，葛根1两，高良姜半两，枇杷叶半两（拭去毛，炙微黄）。,上锉细，和匀。,,热病，因服凉药过多，致胃冷呕逆。,,,,,,,,,,https://db.yaozh.com/fangji/10002736.html
白茅根饮子,,,《圣惠》卷五十三,,,白茅根1握（锉），桑根白皮2两（锉），麦门冬2两（去心），赤茯苓1两，露蜂房1两（炙黄），红雪2两。,上锉细。,,因服硫黄及诸丹石，热发，关节毒气不得宣通，心肺躁热，渴利不止，及发痈疽发背者。,,,,,,,,,,https://db.yaozh.com/fangji/10002737.html
白茅煎,,,《医统》卷七十一,,,白茅根（切）4斤。,,,热淋痛。,,,,,,,,,,https://db.yaozh.com/fangji/10002738.html
白茅散,,,《卫生总微》卷十,,,丁香1分，花桑叶1分，人参（去芦）1分，藿香叶（去土）1分，白茅根（锉）1分。,上为散。,,吐逆不定。,,,,,,,,,,https://db.yaozh.com/fangji/10002739.html
白茅汤,,,《医学入门》卷八,,,白茅根5钱，瞿麦3钱半，白茯苓3钱半，葵子1钱1分半，人参1钱1分半，蒲黄7钱半，桃胶7钱半，滑石7钱半，半夏7钱半，甘草5分，紫贝1个（煅），石首鱼脑砂2个（煅）。,,,产后诸淋，无问冷、热、膏、石、气等淋。,,,,,,,,,,https://db.yaozh.com/fangji/10002740.html
白茅汤,,,《四圣心源》卷四,,,人参2钱，甘草2钱，茯苓3钱，半夏3钱，麦冬3钱（去心），茅根3钱，芍药3钱，五味子1钱。,,,零星吐鲜血者。,,,,,,,,,,https://db.yaozh.com/fangji/10002741.html
白茅汤,,,《女科秘旨》卷八,,,白茅根2钱，瞿麦2钱，车前子2钱，冬葵子2钱，通草7分，鲤鱼齿100个。,,,产后淋，小便痛，及血淋。,,,,,,,,,,https://db.yaozh.com/fangji/10002742.html
白茅藤酒,,,《外科大成》卷四,,,白茅藤根（于石臼内杵粉）。,,,大麻风并36种风。,,,,,,,,,,https://db.yaozh.com/fangji/10002743.html
白玫魂露酒,,,《中国医学大辞典》,,,白玫瑰花1两，玫瑰精少许，代代花2两，原高粱10斤，冰糖1斤。,共入坛内，封固，1月余取出装瓶。,,舒肝郁，止腹痛，悦脾胃，进饮食，理滞气，宽中宫。主治诸般风痛。,,,,,,,,,,https://db.yaozh.com/fangji/10002744.html
白梅散,,,方出《医学正传》卷八，名见《幼科证治大全》,,,盐白梅（烧存性）、红枣（连核烧存性）、铅丹（火飞）、人中白（火飞）、龙脑少许。,上为细末。,,小儿口疮。,,,,,,,,,,https://db.yaozh.com/fangji/10002745.html
白梅汤,,,《宋?太平惠民和剂局方》,,,白梅（研破）二十九斤，檀香十四两，甘草十三斤半，盐（炒）十五斤。,,,治中热，五心烦躁，霍乱呕吐，口干烦渴，津液不通。,,,,,,,,,,https://db.yaozh.com/fangji/10002746.html
白梅丸,,,《圣济总录》卷一二六,,,白僵蚕不拘多少（直者，炒令黄色）。,上为末，用陈白梅肉捣为丸，如梧桐子大。,,风毒、气毒瘰疬。,,,,,,,,,,https://db.yaozh.com/fangji/10002747.html
白梅丸,,,《普济方》卷三十六,,,生硫黄、白梅。,共研成膏，为丸如梧桐子大。,,反胃。,,,,,,,,,,https://db.yaozh.com/fangji/10002748.html
白梅丸,,,《普济方》卷六十引《仁存方》,,,白梅25个（取肉），白矾1钱，甘草（末），生蓖麻49粒（去皮）。,上为细末，为丸如鸡头子大。,,喉闭及肿痛。,,,,,,,,,,https://db.yaozh.com/fangji/10002749.html
白梅饮,,,《普济方》卷三十八引《余居士选奇方》,,,橡斗子不拘多少、白梅肉（以蜜拌和，填在橡斗子内，候满）。,两个相和，铁线扎之，烈火煅存性，为末。,,肠风。,,,,,,,,,,https://db.yaozh.com/fangji/10002750.html
白梅饮子,,,《卫生总微》卷十一,,,白梅1枚（去核）。,,,血痢不止。,,,,,,,,,,https://db.yaozh.com/fangji/10002751.html
白米粉,,,《仙拈集》卷三,,,早白稻粳米。,上为粉。,,小儿初生，血皮赤色有红筋。,,,,,,,,,,https://db.yaozh.com/fangji/10002752.html
白米饮,,,《养老奉亲》,,,白米4合（研），春头糠末1两。,,,老人咽食，入口即塞涩不下，气壅。,,,,,,,,,,https://db.yaozh.com/fangji/10002753.html
白蜜膏,,,《鸡峰》卷十一,,,紫苏子3两，生姜汁1合，白蜜1中盏，鹿角胶3两，杏仁3两，生地黄汁1盏。,上药捣熟，入生姜、地黄、蜜相和，以慢火熬成膏，于不津器中密收之。,,久新上气，心胸烦热，唾脓血。,,,,,,,,,,https://db.yaozh.com/fangji/10002754.html
白蜜煎丸,,,《圣惠》卷九十七,,,白蜜2升，腊月猪肪1升（去膜），胡麻油半斤（微熟），熟干地黄1升。,上药合和，入银器中，重汤煎令可丸，丸如梧桐子大。,,久服令人肥充，好颜色。主治虚羸瘦弱，乏气力。,,,,,,,,,,https://db.yaozh.com/fangji/10002755.html
白蜜酒,,,《圣济总录》卷十一,,,白蜜1合，酒2合。,,,风隐疹，搔痒不止。,,,,,,,,,,https://db.yaozh.com/fangji/10002756.html
白蜜马齿苋汁,,,《经验方》,,,"鲜马齿苋1000克, 白蜜30克。",将鲜马齿苋洗净榨汁，加入白蜜30克或白糖适量。,,清热解毒，杀菌止痢。对急性菌痢、便下脓血，有肯定疗效。,,,,,,,,,,https://db.yaozh.com/fangji/10002757.html
白蜜汤,,,方出《圣惠》卷五十二，名见《普济方》卷一九九,,,童便1升，蜜3匙。,,,"疟，无问新久，发作无时,瘴疠。",,,,,,,,,,https://db.yaozh.com/fangji/10002758.html
白蜜汤,白蜜酒,,《圣济总录》卷一五八,,,白蜜2两，生地黄汁1盏，酒半盏。,,,缓肝行血。主治妊娠堕胎后恶血不出。,,,,,,,,,,https://db.yaozh.com/fangji/10002759.html
白蜜饮,,,《圣济总录》卷一八八,,,白蜜2两，生地黄汁1升。,,,吐血。,,,,,,,,,,https://db.yaozh.com/fangji/10002760.html
白面饼,,,《证治宝鉴》卷五,,,白面2钱，砂糖2钱。,,,咸哮，食咸味即发者。,,,,,,,,,,https://db.yaozh.com/fangji/10002761.html
白面丸,,,《鸡峰》卷二十四,,,砒霜方寸匕（于熨斗内炒出烟），黄丹方寸匙，白面1匕。,加麝香1字，同研，入面糊为丸，搓作铤。,,大人小儿疳，虫蚀，牙齿血出，及走马疳。,,,,,,,,,,https://db.yaozh.com/fangji/10002762.html
白末眼药,,,《普济方》卷七十八,,,朵梯（水飞）1两，碗糖霜（净）5钱，大海螺（火煅，为末）1两（水飞）。,上为细末。,,云翳。,,,,,,,,,,https://db.yaozh.com/fangji/10002763.html
白末药,,,《医统》卷七十九,,,桔梗10两，白芷10两，甘草（炙）10两，川芎（泡7次）半斤，山桂半斤，细辛半斤，川乌（炮）6两，续断（米泔浸）6两，当归6两，牛膝（酒浸1宿）6两，香附子（炒）6两，花椒（去合口者，炒）5两，赤芍药（酒浸）9两，泽兰叶（去叉）9两，白杨皮12两（米柑浸1宿）。,上为细末。,,打破伤损，皮肉碎破，筋骨寸断，瘀血壅滞，结肿不散，及妇人产后诸血证。,,,,,,,,,,https://db.yaozh.com/fangji/10002764.html
白末子,,,《准绳?疡科》卷六,,,白芷1两，南星（制）1两，白术1两，何首乌1两，桔梗1两，羌活1两，独活1两，白芍药1两，白杨皮1两，川芎1两，白茯苓1两，白蔹1两，当归1两，薏苡仁（炒）1两，骨碎补1两，牛膝1两，续断1两，川乌（炮）1两，细辛1两，肉桂1两，枫香1两，乳香1两，没药1两。,上为末。,,打扑损伤，折骨碎筋，瘀血肿痛，瘫痪顽痹，四肢酸疼，一切痛风。,,,,,,,,,,https://db.yaozh.com/fangji/10002765.html
白母丁散,,,《卫生总微》卷八,,,白丁香。,上为末，加麝香少许，研匀。,,,,,,,,,,,,https://db.yaozh.com/fangji/10002766.html
白木耳粥,,,《食医心镜》,,,白木耳30克， 薤白10克， 粳米10克。,先将白木耳及薤白洗净细切，再与米相和煮作粥。,,滋阴润燥，理气止痛。适用于痢久伤阴、腹痛下重者。,,,,,,,,,,https://db.yaozh.com/fangji/10002767.html
白牛毛散,,,《种痘新书》卷十二,,,纯白牛毛5钱（用银碗煅成灰），朱砂2钱（为末），丝瓜（近蒂5寸，焙干为末）3钱。,上为末。,,稀痘。,,,,,,,,,,https://db.yaozh.com/fangji/10002768.html
白糯丸,,,《普济方》卷三十三引《经验良方》,,,大白芷1两（为末），真糯米5钱（炒赤色）。,上为末，糯米为丸。,,老人小便凝停白浊，卒死，头昏。,,,,,,,,,,https://db.yaozh.com/fangji/10002769.html
白藕汁膏,,,《丹溪治法心要》卷三,,,黄连末1斤，生地汁1斤，牛乳汁1斤，自然藕汁1斤。,上将诸汁慢火熬膏，入连末为丸。,,消渴。,,,,,,,,,,https://db.yaozh.com/fangji/10002770.html
白皮小豆散,,,《脚气治法总要》卷下,,,赤小豆半升，桑白皮2两（锉），紫苏1握（锉），生姜半两。,,,脚气，小便涩，两脚肿，气胀。,,,,,,,,,,https://db.yaozh.com/fangji/10002771.html
白平安散,,,《全国中药成药处方集》（天津方）,,,绿豆粉1斤4两，煅石膏2钱，滑石1两，白芷1钱，川芎1钱，檀香4钱（共研细粉，兑入后药），麝香1钱4分，冰片11两，薄荷冰8分。,上为细末，五分重装瓶。,,夏季受暑，头目昏晕，呕吐恶心。,,,,,,,,,,https://db.yaozh.com/fangji/10002772.html
白平安散,,,《中药成方配本》,,,薄荷精2两，冰片6钱，煅石膏粉20两，飞滑石粉20两。,各取净末，共研至极细为度，约成散41两，分装800瓶，每瓶5分。,,解暑辟秽。主治感受暑热，头昏脑胀。,,,,,,,,,,https://db.yaozh.com/fangji/10002773.html
白牵牛散,,,《圣济总录》卷八十引《膜外气方》,,,白牵牛子（炒）1两，青橘皮（去白，焙，炒）1两，木通（锉）1两。,上为散。,,膜外水气。,,,,,,,,,,https://db.yaozh.com/fangji/10002774.html
白牵牛散,,,《金鉴》卷十六,,,白牵牛（半生半熟）1钱，甘草（炙）1钱，橘红1钱，白术（土炒）1钱，桑白皮1钱，木通1钱。,,,膀胱蕴热，风热相乘，小儿阴囊肿兼四肢肿，二便不利者。,,,,,,,,,,https://db.yaozh.com/fangji/10002775.html
白前酒,,,《时后备急方》,,,白前100g ，白酒500ml。,将白前捣成粗末，装入纱布袋中，放入干净的器皿中；倒入白酒浸泡，封口；7日后开启，去掉药袋，澄清备用。,,泻肺降气，下痰止嗽。主治肺实喘满，咳嗽，多痰，胃脘疼痛。,,,,,,,,,,https://db.yaozh.com/fangji/10002776.html
白前散,,,《圣惠》卷三十一,,,白前3分，甘草半两（炙微赤，锉），人参1两（去芦头），生干地黄1两，大麻仁3分，桂心半两，赤茯苓1两，黄耆3分（锉），阿胶8两（捣碎，炒令黄燥），麦门冬1两半（去心，焙），桑根白皮3分（锉）。,上为粗散。,,骨蒸肺痿，心中烦渴，痰嗽不止。,,,,,,,,,,https://db.yaozh.com/fangji/10002777.html
白前散,,,《圣惠》卷四十六,,,白前2分，杏仁半两（汤浸，去皮尖双仁，麸炒微黄），紫菀半两（去苗土），桑根白皮3分（锉），甘草半两（炙微赤，锉），麦门冬1两（去心），紫苏茎叶3分，陈橘皮3分（汤浸，去白瓤，焙）。,上为散。,,暴热咳嗽，心肺气壅，胸膈烦疼，四肢无力。,,,,,,,,,,https://db.yaozh.com/fangji/10002778.html
白前散,,,《圣惠》卷六,,,白前3分，旋覆花半两，桑根白皮1两（锉），赤茯苓1两，汉防己半两，麻黄半两（去根节），紫菀1两（洗去苗土），五味子半两，白蒺藜半两（微炒，去刺）。,上为粗散。,,肺痿咳嗽，日月久远，喘息促，肩胛高，仰卧不安。,,,,,,,,,,https://db.yaozh.com/fangji/10002779.html
白前散,白前汤,,方出《外台》卷九引《近效方》，名见《圣惠》卷三十七,,,白前3两，桑白皮2两，桔梗2两，甘草1两（炙）。,上切。,,久咳唾血。,,,,,,,,,,https://db.yaozh.com/fangji/10002780.html
白前汤,,,《圣济总录》卷一六四,,,白前1两半，桑根白皮（锉）1两半，生干地黄（焙）1两半，白茯苓（去黑皮）2两半，地骨皮2两，麻黄（去根节）1两半。,上为粗末。,,产后伤风咳嗽，壮热憎寒。,,,,,,,,,,https://db.yaozh.com/fangji/10002781.html
白前汤,,,《外台秘要》卷十引《深师方》,,,白前6克， 紫菀 、半夏（洗）各9克， 大戟（切）3克。,上四味，切。,,久患咳逆上气，体肿，短气胀满，昼夜倚壁不得卧，喉常作水鸡鸣。,,,,,,,,,,https://db.yaozh.com/fangji/10002782.html
白前汤,,,《外台》卷九引《许仁则方》,,,白前3两，桑白皮3两，生地黄1升，茯苓5两，地骨皮4两，麻黄2两（去节），生姜6两。,上切。,,肺气嗽。,,,,,,,,,,https://db.yaozh.com/fangji/10002783.html
白前汤,,,《圣济总录》卷六十六,,,白前1两半，杏仁14枚（去双仁尖皮，炒），紫菀（去苗土）1两，黄芩1两，麦门冬（去心，焙）2两，紫苏茎叶3分，陈橘皮（汤浸，去白，炒）半两，大麻仁（净淘，研细）。,上8味，除大麻仁旋入外，为粗末。,,咳嗽喘闷，背膊烦疼，四肢无力。,,,,,,,,,,https://db.yaozh.com/fangji/10002784.html
白前汤,,,《外台》卷十引《深师方》,,,白前2两，紫菀3两，半夏（洗）3两，大戟（切）7合。,上切。,,久咳逆上气，身体浮肿，短气胀满，昼夜倚壁不得卧，喉常作水鸡鸣。,,,,,,,,,,https://db.yaozh.com/fangji/10002785.html
白前汤,,,《圣济总录》卷一二五,,,白前1两，昆布（洗去咸，炙干）1两，厚朴（去粗皮，生姜汁炙）1两，陈橘皮（汤浸，去白，切，炒）1两，附子（炮裂，去皮脐）1两，海藻（洗去咸，炙干）1两，半夏（汤洗7遍）1两，杏仁（汤浸，去皮尖双仁，炒）1两，甘草（炙，锉）1两，小麦（醋浸，晒干）3合。,上锉，如麻豆大。,,气瘿初作。,,,,,,,,,,https://db.yaozh.com/fangji/10002786.html
